artifact_id,summary,open_date,status_name,priority,assigned_to_name,submitter_name,last_modified_date,"Server_found_on","Testing_State","Found_in_Version","Assigned_Release","Disposition","Reproduced","Resolution","Hardware","Product","Component","Severity","Application_Part","Detail_Page","Type_of_Error","Other_Hardware_Software","Date","Time","Tag_fixed_on","Tag_found_on","URL","Steps_to_Reproduce"
4988,"Genomic segment type field is not correctly populated when user submitted "other" segment type","2005-11-21 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","No Workaround","Search","Gen Des - Gen Segment","Incorrect Functionality","tested on dev server, PC, IE","None","None","None","None","","enter other segment type on submission page and compare to output on the genomic segment search page"
4989,"modification type field is not correctly populated when user submitted "other" modification type","2005-11-21 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","No Workaround","Search","Gen Des - Targ Mod","Incorrect Functionality","tested on dev server, PC, IE","None","None","None","None","","enter other modifciation type on targeted modificaiton submission page and compare to output on the search page"
4990,"inducing agent category field is not correctly populated when user submitted "other" inducing agent category","2005-11-21 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","No Workaround","Search","Gen Des - Ind Mutation","Incorrect Functionality","tested on dev server, PC, IE","None","None","None","None","","enter other inducing agent category on induced mutation submission page and compare to output on the search page"
4991,"name of chemical/drug field is not correctly populated when user submitted "other" chemical/drug","2005-11-21 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","No Workaround","Search","Car Inv - Chemical","Incorrect Functionality","tested on dev server, PC, IE","None","None","None","None","","enter other chemical / drug  on chemical/drug submission page and compare to output on the search page"
4992,"name of environmental factor field is not correctly populated when user submitted "other" environmental factor","2005-11-21 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","No Workaround","Search","Car Inv - Env Factor","Incorrect Functionality","tested on dev server, PC, IE","None","None","None","None","","enter other environmental factor  on environmental factor submission page and compare to output on the search page"
4993,"viral vector  field is not correctly populated when user submitted "other" viral factor","2005-11-21 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","No Workaround","Search","Car Inv - Gene Deliv","Incorrect Functionality","tested on dev server, PC, IE","None","None","None","None","","enter other viral factor  on gene delivery submission page and compare to output on the search page"
4994,"growth factor  field is not correctly populated when user submitted "other" growth factor","2005-11-21 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","No Workaround","Search","Car Inv - Growth Factor","Incorrect Functionality","tested on dev server, PC, IE","None","None","None","None","","enter other growth factor  on growth factor submission page and compare to output on the search page"
4995,"hormone field is not correctly populated when user submitted "other" hormone","2005-11-21 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","No Workaround","Search","Car Inv - Hormone","Incorrect Functionality","tested on dev server, PC, IE","None","None","None","None","","enter other hormone  on hormone submission page and compare to output on the search page"
4996,"nutritional factor field is not correctly populated when user submitted "other" nutrional factor","2005-11-21 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","No Workaround","Search","Car Inv - Nutri Factor","Incorrect Functionality","tested on dev server, PC, IE","None","None","None","None","","enter other nutritional factor on nutritional factor submission page and compare to output on the search page"
4997,"raditaiton field is not correctly populated when user submitted "other" radiation","2005-11-21 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","No Workaround","Search","Car Inv - Radiation","Incorrect Functionality","tested on dev server, PC, IE","None","None","None","None","","enter other radiation  on radiation  submission page and compare to output on the search page"
4998,"surgery field is not correctly populated when user submitted "other" surgery","2005-11-21 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","No Workaround","Search","Car Inv - Surgery","Incorrect Functionality","tested on dev server, PC, IE","None","None","None","None","","enter other radiation  on surgery submission page and compare to output on the surgery page"
4999,"Induced mutation page inserts "gov.nih.nci.camod.domain.EnvironmentalFactor" in the env_factor_type field in the env_factor table","2005-11-21 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","Database","No Workaround","Submission","Gen Des - Ind Mutation","Incorrect Functionality","PC, IE, development server","None","None","None","None","","submit data to the genetic description - induced mutation page and check the value that is inserted in the env_factor_type field in the env_factor table"
5000,"Handle nulls for pages that have uncontrolled vocabularies","2005-11-21 23:00","Closed",4,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","","2.0","Open - Not Reviewed","","Code Change","","caMOD","Java API","No Workaround","Submission","Other","Incorrect Functionality","","None","None","None","None","","Add an uncontrolled vocublary, move the model to the edited-approved state and then search for the model.  "Other" will show up on the search pages vs. the real value."
5001,"Xenograft search page does not correctly return entries for "other" donor strain and "other" graft type and "other" host strain which is submitted on the model characteristics page","2005-11-22 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","Java API","No Workaround","Search","Graft","Incorrect Functionality","dev server, PC, IE","None","None","None","None","","submit to model characteristics page and to xenograft page  - compare with the print out on the xenograft search page"
5002,"Images of format tif - do we really want to accept them&#063;","2005-11-22 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","Cosmetic","Submission","Gen Des - Eng Transgene","Cosmetic","dev server, PC, IE","None","None","None","None","","n/a"
5003,"Table frame is broken in  Carcinogenic Agents - Model: Inv alpha6beta4","2005-11-22 23:00","Closed",2,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","2.0","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","No Workaround","Search","Car Inv - Chemical","Cosmetic","","None","None","None","None","","1. Click Search Models
2. Enter  Inv alpha6beta4 as Model Name / Model Descriptor in Simple Search
3. Click Search
4. Click  Inv alpha6beta4 in the column of Model Descriptor
5. Click CARCINOGENIC INTERVENTIONS in left panel
6. You see a broken table frame (see attached)."
5004,"Why is method of observation a write-protected field on the spontaneous mutation page&#063;","2005-11-22 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","","","Open - Not Reviewed","","","","caMOD","HTTP interface","No Workaround","Submission","Gen Des - Spon Mutation","Incorrect Functionality","PC, IE and Firefox, dev server","None","None","None","None","","submit data through spontaneous mutation page"
5005,"Why is method of observation a write-protected field on the induced mutation page&#063;","2005-11-22 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","","","Open - Not Reviewed","","","","caMOD","HTTP interface","No Workaround","Submission","Gen Des - Ind Mutation","Incorrect Functionality","PC, IE and Firefox, dev server","None","None","None","None","","submit data through induced mutation page"
5006,"use gene to populate link in the left side navigation menu","2005-11-22 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","Java API","Cosmetic","Submission","Car Inv - Gene Deliv","Cosmetic","","None","None","None","None","","n/a"
5007,"Duplicate Model - Unable to duplicate record (id 10001939) - get message ","2005-11-22 23:00","Open",3,"Nobody","Ulli Wagner","2010-03-29 10:14","None","None","2.0","2.8","Open - Not Reviewed","None","Code Change","None","caMOD","Java API","Causes Crash","Submission","Other","Crash","PC, IE, dev server","None","None","None","None","","Steps to verify:
1.	Login and select Submit Models
2.	If you do not have a model to use, select Add New Model and fill in the required fields on the Model Characteristics page
3.	Select Histopathology from the left menu bar, and then select Enter Histopathology.
4.	Fill in all the required fileds along with any others you choose.  (Note: if the two select buttons do not open up the EVS Tree you have a problem with your computer configuration and talk to us).
5.	Select the Submit button on the bottom of the page.
6.	Notice that two new links appear under the Histopathology you entered
7.	Select Enter Assoc Metastasis from the left menu bar.
8.	Fill in all the required fileds along with any others you choose.  (Note: if the two select buttons do not open up the EVS Tree you have a problem with your computer configuration and talk to us).
9.	Now go to the Submit Models link at the top of the screen and find your Model Name
10.	Select the Duplicate button and the system will make a Copy.. of your model.
11.	Select the copy of your original model
12.	Go to the Assoc Metastasis screen under the Histopathology section and verify that the data is filled in.  Verify that the data in the Copy matchs the data from the original model."
5008,"diagnoses vocabulary tree on metastasis page still allows selection of all levels","2005-11-22 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","Supporting software","Workaround","Submission","Histopath - Metastasis","Incorrect Functionality","PC, IE, dev server","None","None","None","None","","compare histopathology with metastasis page"
5009,"In vivo search results detail page - Vehicle","2005-11-24 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","Data source","Workaround","Search","Search - Drug Screen","Incorrect Functionality","PC, IE, dev server","None","None","None","None","","query for in-vivo data for NSC 24820
open detail page for one of the model listed

repeat the same steps either on the dtp website http://dtp.nci.nih.gov/dtpstandard/InvivoSummary/index.jsp
or the caMOD 1.0 application

compare the results"
5010,"In vivo search results detail page - Route","2005-11-24 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","Data source","Workaround","Search","Search - Drug Screen","Incorrect Functionality","PC, IE, dev server","None","None","None","None","","query for in-vivo data for NSC 24820
open detail page for one of the model listed

repeat the same steps either on the dtp website http://dtp.nci.nih.gov/dtpstandard/InvivoSummary/index.jsp
or the caMOD 1.0 application

compare the results"
5011,"In vivo search results detail page - Toxicity Evaluation Day","2005-11-24 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","Data source","Workaround","Search","Search - Drug Screen","Incorrect Functionality","PC, IE, dev server","None","None","None","None","","query for in-vivo data for NSC 24820
open detail page for one of the model listed

repeat the same steps either on the dtp website http://dtp.nci.nih.gov/dtpstandard/InvivoSummary/index.jsp
or the caMOD 1.0 application

compare the results"
5012,"In vivo search results detail page - Evaluation Day","2005-11-24 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","Data source","Workaround","Search","Search - Drug Screen","Incorrect Functionality","PC, IE, dev server","None","None","None","None","","query for in-vivo data for NSC 24820
open detail page for one of the model listed

repeat the same steps either on the dtp website http://dtp.nci.nih.gov/dtpstandard/InvivoSummary/index.jsp
or the caMOD 1.0 application

compare the results"
5013,"In vivo search results detail page - Units in dose field","2005-11-24 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","Data source","Workaround","Search","Search - Drug Screen","Incorrect Functionality","PC, IE, dev server","None","None","None","None","","query for in-vivo data for NSC 24820
open detail page for one of the model listed

repeat the same steps either on the dtp website http://dtp.nci.nih.gov/dtpstandard/InvivoSummary/index.jsp
or the caMOD 1.0 application

compare the results"
5014,"drug screen search page - add link to allow users to find NSC number for specific compound","2005-11-24 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","Data source","Workaround","Search","Search - Drug Screen","Feature Request","PC, IE, dev server","None","None","None","None","","n/a"
5015,"GeneDelivery submission screen adds a Organ ID to the table even if no organ was selected by the user","2005-11-27 23:00","Closed",3,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Not Reviewed","Always","Code Change","","caMOD","Java API","No Workaround","Submission","Car Inv - Gene Deliv","Incorrect Functionality","","None","None","None","None","","go to Submit GeneDelivery screen"
5016,"Cell Line formatting in IE","2005-11-27 23:00","Closed",2,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","","2.0","Open - Not Reviewed","","Code Change","","caMOD","Java API","Cosmetic","Search","Cell Lines","Cosmetic","","None","None","None","None","","Search for Cell Lines on the C3 model"
5017,"Clear Organ name on screens where it is not required -","2005-11-28 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","","2.1","","","Code Change","","caMOD","Java API","No Workaround","Submission","Car Inv - Gene Deliv","Incorrect Functionality","","None","None","None","None","","Go to submission pages of GeneDelivery and Xenograft, submit the screen with an Organ and them try to edit the screen (can not unassign Organ)."
5018,"Mapping issues","2005-11-28 23:00","Closed",4,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","","2.0","Open - Not Reviewed","","Code Change","","caMOD","Database","No Workaround","Submission","Other","Data Corruption","","None","None","None","None","","Testing steps.  Basically we're creating Taxon objects, but we should never delete them.  They're created in three places:

1) The model characteristics page (species and strain)
2) Engineered Transgene
3) Xenograft

Select the number of Taxon objects in the database.  (i.e. select count(*) from taxon)
Create entries for all three of these, do not select Other.
Duplicate the model.
Select the number of Taxon objects in the database.  It should be the same.
Delete both models.
Select the number of Taxon objects in the database.  It should be the same.

Create a model, but select Other where appropriate.  Make sure the Other value selected does not already exist in the database.
Verify that it creates new entries.
Duplicate the model.
Delete both models.
Validate that the Taxon entries are still there."
5019,"If you input a file type that's not supported, you get an error.","2005-11-28 23:00","Closed",2,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","","2.0","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","No Workaround","Submission","Images","Incorrect Functionality","","None","None","None","None","","Input an image of an unsupported type on the image, Engineered transgene, InducedMutation and GenomicSegment both on an edit and for a new record."
5020,"tool tips not hyperlinked to help file","2005-11-28 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","Workaround","Submission","Multiple","Incorrect Functionality","PC, IE","None","None","None","None","","n.a"
5021,"Add help button (=link to online help) to the title of every page","2005-11-28 23:00","Closed",3,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","2.1","","","Code Change","","caMOD","HTTP interface","Cosmetic","General Issues","Multiple","Feature Request","n/a","None","None","None","None","","see publication page as example"
5022,"multiple selection of modification type - adjust description and tool tip","2005-11-28 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","Cosmetic","Submission","Gen Des - Targ Mod","Cosmetic","PC, IE","None","None","None","None","","go to targeted modification submission page"
5023,"dose tool tip on env factor page is linked to growth factor help","2005-11-28 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","Workaround","Submission","Car Inv - Env Factor","Incorrect Functionality","PC, IE","None","None","None","None","","n/a"
5024,"admin route tool tip on growth factor page is linked to env factor help","2005-11-28 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","Workaround","Submission","Car Inv - Env Factor","Incorrect Functionality","PC, IE","None","None","None","None","","n/a"
5025,"follow up on bug #170 - change label to "Tumor incidence over lifetime"","2005-11-29 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","Cosmetic","Submission","Histopathology","Cosmetic","PC, IE","None","None","None","None","","n/a 
See definition
Incidence is the number of new cases of a condition, symptom, death, or injury that arise during a specific period of time, such as a year. It is often expressed as a percentage of a population (e.g., 25% of American residents were diagnosed with the flu in 2002).

Incidence conveys the likelihood that an individual in that population will be affected by the condition.


There is no definition to be found for tumor frequency. Also query Wikipedia for confirmation"
5026,"Allow snapshot of cancer model for reference in publications","2005-11-29 23:00","Closed",3,"Nobody","Ulli Wagner","2008-02-21 10:44","None","None","None","TBD","None","Could Not","None","None","caMOD","Database","No Workaround","Submission","Other","Feature Request","","None","None","None","None","","1) How do know that a model is referenced?
2) How does the submitter know if somebody else references his/her model?
3) Should we provide a capability to &amp;amp;quot;freeze&amp;amp;quot; a cancer model? (process to unfeeze it?)"
5027,"Make comments that are submitted in the retrieval page searchable","2005-11-29 23:00","Closed",3,"Nobody","Ulli Wagner","2007-05-17 10:10","None","None","None","TBD","None","None","None","None","caMOD","Database","No Workaround","Search","Other","Feature Request","","None","None","None","None","","Add check box to advanced search page to query for models that have comments."
5028,"Rank the search results by a &amp;quot;popularity&amp;quot; score","2005-11-29 23:00","Closed",3,"Nobody","Ulli Wagner","2007-05-17 10:10","None","None","None","TBD","Open - Reviewed","None","None","None","caMOD","Database","No Workaround","Search","Search - Results List","Feature Request","","None","None","None","None","","Or any other objective index: e.g.,

no. of publications, no of citations"
5029,"Add the ability to remove an image from Eng. Trans, Gen. Seg or Targ. Mod.","2005-11-29 23:00","Closed",3,"Nobody","Ulli Wagner","2008-08-25 13:29","None","None","2.0","TBD","None","Always","None","None","caMOD","HTTP interface","No Workaround","Submission","Gen Des - Eng Transgene","Incorrect Functionality","","None","None","None","None","","Select an image.  No way to remove it once it's been picked."
5030,"Make search result list configurable","2005-11-29 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","","2.1","","","Code Change","","caMOD","Database","No Workaround","Search","Search - Results List","Feature Request","","None","None","None","None","","1) We can use pre-definied templates to show different views of the result list
2) Store user preferences, to select the columns from a small list that s/he would like to see (e.g., testTrack)"
5031,"genetic alterations field / observation method field behavior needs to be consistent","2005-11-30 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","Workaround","Submission","Histopathology","Incorrect Functionality","PC, IE","None","None","None","None","","try to submit method of observation on the histopath and the metastasis page without entering text in the "Genetic Alterations" field."
5032,"tool tip on associated expression page opens user management help file","2005-11-30 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Not Reviewed","","Documentation Change","","caMOD","HTTP interface","Cosmetic","Submission","Gen Des - Ass Express","Incorrect Functionality","PC, IE","None","None","None","None","","click on tool tip icon on associated expression page"
5033,"Model ID's w/ html characters cause formatting issues w/ left menu bar.","2005-11-30 23:00","Closed",2,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","","2.0","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","Cosmetic","Submission","Model Characteristics","Cosmetic","","None","None","None","None","","For example, the model descriptor: AdCre treated K-Ras<sup>V12</sup> Tg

causes a problem"
5034,"genetic alterations field / observation method field behavior needs to be consistent","2005-11-30 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","Workaround","Submission","Graft","Incorrect Functionality","PC, IE","None","None","None","None","","try to submit method of observation on the xenograft page"
5035,"Tables of submission forms all vary in width","2005-11-30 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","","","Open - Reviewed","","Code Change","","caMOD","HTTP interface","Cosmetic","Submission","Other","Cosmetic","","None","None","None","None","","Submission

See Transplant / Xenograft page
then view Engineered Transgene
notice the difference between the table sizes"
5036,"Admin part - display messages when no search results returned","2005-11-30 23:00","Closed",2,"Nobody","Ulli Wagner","2008-08-25 13:30","None","None","2.0","TBD","None","None","None","None","caMOD","Supporting software","Cosmetic","Admin","Other","Incorrect Functionality","Pc, IE, st","None","None","None","None","","log in as admin"
5037,"Admin - dropdown list items sorted in a strange way","2005-11-30 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","Cosmetic","Admin","Other","Cosmetic","Pc, IE,","None","None","None","None","","go to admin, look at view model assignement etc
need to have admin privileges"
5038,"error when click "view model Status ( Incomplete )"","2005-12-01 23:00","Closed",4,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","2.0","Open - Not Reviewed","Always","Code Change","","caMOD","HTTP interface","No Workaround","Submission","Other","Crash","PC Firefox","None","None","None","None","","1. Click Submit Models
2. Click an incomplte model
3. Click "view model Status ( Incomplete )" on the top left panel (words in red)
4. You got error message in both caMOd QA and DEV."
5039,"error when click "view model Status ( Incomplete )"","2005-12-01 23:00","Closed",4,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","2.0","Open - Not Reviewed","","","","caMOD","HTTP interface","No Workaround","Submission","Other","Crash","","None","None","None","None","","1. Click Sumit Models
2. Click an Incomplete Model
3. Click "view model Status ( Incomplete )" at top left panel (words in red)
4. You got error message"
5040,"DB - No "other" can be choose from Donor Species:","2005-12-01 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","2.1","","","Code Change","","caMOD","HTTP interface","No Workaround","Submission","Graft","Feature Request","","None","None","None","None","","1. Click Submit Models
2. Click Add New Models (or select a model)
3. Click XENOGRAFT on left panel
4. Click Enter Transplant/Xenograft
5. Click dropdown form for Donor Species:
Other is not listed"
5041,"Image not found and table is not in good shape","2005-12-01 23:00","Closed",2,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","2.0","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","No Workaround","Search","Images","Cosmetic","","None","None","None","None","","1. Click Search Models
2. Enter  123456789012345678901234567890 in Simple Search
3. Select  123456789012345678901234567890 as Model Descriptor
4. Click Images at left Paenl
Table shown is not in good shape 
5. Click ( Click to View ) 
You get:
Not Found
The requested URL /StyleServer/calcrgn was not found on this server."
5042,"Change Comment to Comments in  Histopathology - Model: 12T-10 (LPB-Tag)","2005-12-01 23:00","Closed",2,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","2.0","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","No Workaround","Search","Search - Simple","Cosmetic","","None","None","None","None","","1. Click Search Models
2. Add 12T-10 (LPB-Tag) in the form of Model Name / Model Descriptor
3. Click Search
4. Click  12T-10 (LPB-Tag) in the table
5. Click HISTOPATHOLOGY 
6. In table  "Lesion / Tumor in Prostate Gland" you see "Comment"
but other tables use "Comments""
5043,"Search results give wrong information","2005-12-04 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","2.0","Open - Reviewed","Always","Not a Bug","","caMOD","HTTP interface","No Workaround","Search","Search - Results List","Cosmetic","","None","None","None","None","","1. Click Search Models
2. Enter ARF in the form of Keyword Search
3. Click Search Results on left panel
4. Click Drug Screening
5. Enter 24820 as NSC number and select DTP in-vivo data
6. Click Submit
7. Click Search Results
It still gives information on ARF."
5044,"Lowercase username before validating","2005-12-04 23:00","Closed",4,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","","2.0","Open - Not Reviewed","","Code Change","","caMOD","Java API","Workaround","Submission","Other","Incorrect Functionality","","None","None","None","None","","Use mixed case username for login."
5045,"One can use others as PI","2005-12-05 23:00","Closed",2,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","2.0","Open - Not Reviewed","","Not a Bug","","caMOD","HTTP interface","No Workaround","Submission","Other","Incorrect Functionality","","None","None","None","None","","1. Click Submit Models
2. Click Add New Model
3. Select any PI in dropdown form other than youself
4. Fill all the required forms"
5046,"Go into HTTPS mode when logging in.","2005-12-05 23:00","Closed",4,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","","2.0","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","No Workaround","General Issues","Multiple","Feature Request","","None","None","None","None","","Once a user has logged in, they should stay in https mode until logging out."
5047,"Add link to release notes to What's new page","2005-12-06 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","Workaround","General Issues","Other","Performance","n//a","None","None","None","None","","n/a"
5048,"Table for Xenograft - Model is not in good shape","2005-12-06 23:00","Closed",2,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","2.0","Open - Not Reviewed","","Database reload","","caMOD","HTTP interface","Cosmetic","Search","Search - Drug Screen","Cosmetic","","None","None","None","None","","1. Click Search Model on top panel
2. Click Drug Screeening on left panel
3. Enter 33832 as NSC number and select all required.
4. Scroll down the page, in table  In Vivo Screening Data, Click 4 in first line
You get the table of  Xenograft - Model: (see attached)"
5049,"Donor Strain is not sorted in Xenograft/Transplantation","2005-12-06 23:00","Closed",2,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","2.0","Open - Not Reviewed","","Database reload","","caMOD","HTTP interface","No Workaround","Submission","Graft","Cosmetic","","None","None","None","None","","1. Click Submit Models
2. Click Xenograft/Transplantation on left panel
3. Selkect Mouse for "Donor Species:"
3. Click dropdown form for "Donor Strain:"
list is not sorted."
5050,"Handle PI availability from old datop database","2005-12-07 23:00","Closed",4,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","","2.0","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","No Workaround","Search","Model Availability","Incorrect Functionality","","None","None","None","None","","Search for model  12T-10 (LPB-Tag) (id 144).

The availability is from the PI, but it shows as "Fornace, Jr., A.J.""
5051,"Add a link of pubmed for publication","2005-12-08 23:00","Closed",2,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","2.0","2.0","Open - Not Reviewed","","Not a Bug","","caMOD","HTTP interface","Workaround","Submission","Other","Cosmetic","","None","None","None","None","","1. Click submit models on top panel
2. Click publications at left panel"
5052,"Add the ability to "save" search queries for reuse","2005-12-08 23:00","Closed",2,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","","2.1","","","Code Change","","caMOD","HTTP interface","Workaround","Search","Search - Advanced","Cosmetic","","None","None","None","None","","1. Click Search Models
2. Click Advanced Search
3. Select a PI
4. Click Submit
5. Click BACK"
5053,"Search Results Page: Why is there a separate Search Results page","2005-12-08 23:00","Closed",3,"Nobody","Ulli Wagner","2007-12-14 09:59","None","None","2.0","TBD","Open - Reviewed","None","None","None","caMOD","HTTP interface","Workaround","Search","Search - Results List","Cosmetic","","None","None","None","None","","1. Click Search Models
2. Click Search Results before or after you click any Search"
5054,"Histopathology: Yields a fairly uninformative description","2005-12-08 23:00","Closed",3,"Nobody","Ulli Wagner","2007-05-17 10:12","None","None","2.0","TBD","Need More Input","None","None","None","caMOD","Data source","No Workaround","Search","Histopathology","Feature Request","","None","None","None","None","","1. Click Submit Models
2. Click Histopathology"
5055,"host species/strain and origin species/strain fields on xenog. search page","2005-12-11 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","No Workaround","Search","Graft","Incorrect Functionality","PC, IE","None","None","None","None","","compare donor and host species with model entries in the 2-tier app (see carcinogenic interventions search page)"
5056,"xenograft submission page stores host and donor species/strain info in wrong fields","2005-12-11 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:49","None","None","","","Open - Not Reviewed","","Code Change","","caMOD","Data source","No Workaround","Submission","Graft","Incorrect Functionality","PC, IE","None","None","None","None","","submit model to dev application and see where the data are inserted in the database"
